device location,device type,accuracy value,first seen date,most recent date accessed,temperature,highest value,highest date,lowest value,lowest date
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:21,19.9375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:21,20.0625,43.5,2023/01/16-18:10:52,20.0625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:32:22,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:23,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:25,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:26,19.9375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:27,20.0625,43.5,2023/01/16-18:10:52,20.0625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:32:27,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:28,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:30,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:31,19.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:32,20.0,43.5,2023/01/16-18:10:52,20.0,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:32:32,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:33,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:35,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:36,19.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:37,20.0,43.5,2023/01/16-18:10:52,20.0,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:32:37,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:38,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:40,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:41,19.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:42,20.0,43.5,2023/01/16-18:10:52,20.0,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:32:42,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:43,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:45,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:46,19.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:47,19.9375,43.5,2023/01/16-18:10:52,19.9375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:32:47,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:48,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:50,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:51,19.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:52,19.9375,43.5,2023/01/16-18:10:52,19.9375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:32:53,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:53,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:55,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:56,19.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:57,19.9375,43.5,2023/01/16-18:10:52,19.9375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:32:58,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:58,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:00,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:01,19.8125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:02,19.9375,43.5,2023/01/16-18:10:52,19.9375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:33:03,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:03,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:05,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:06,19.8125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:07,19.9375,43.5,2023/01/16-18:10:52,19.9375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:33:08,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:08,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:10,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:11,19.8125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:12,19.875,43.5,2023/01/16-18:10:52,19.875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:33:13,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:13,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:15,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:16,19.8125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:17,19.875,43.5,2023/01/16-18:10:52,19.875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:33:18,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:19,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:20,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:21,19.8125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:22,19.875,43.5,2023/01/16-18:10:52,19.875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:33:23,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:24,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:25,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:26,19.75,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:27,19.875,43.5,2023/01/16-18:10:52,19.875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:33:28,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:29,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:30,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:31,19.75,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:32,19.8125,43.5,2023/01/16-18:10:52,19.8125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:33:33,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:34,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:35,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:36,19.75,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:37,19.8125,43.5,2023/01/16-18:10:52,19.8125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:33:38,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:39,18.1875,46.1875,2023/01/16-18:10:52,18.1875,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:40,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:41,19.75,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:42,19.8125,43.5,2023/01/16-18:10:52,19.8125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:33:43,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:44,18.1875,46.1875,2023/01/16-18:10:52,18.1875,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:46,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:46,19.75,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:47,19.8125,43.5,2023/01/16-18:10:52,19.8125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:33:48,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:49,18.1875,46.1875,2023/01/16-18:10:52,18.1875,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:51,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:51,19.6875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:52,19.8125,43.5,2023/01/16-18:10:52,19.8125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:33:53,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:54,18.1875,46.1875,2023/01/16-18:10:52,18.1875,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:56,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:56,19.6875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:33:57,19.75,43.5,2023/01/16-18:10:52,19.75,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:33:58,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:33:59,18.1875,46.1875,2023/01/16-18:10:52,18.1875,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:01,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:01,19.6875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:02,19.75,43.5,2023/01/16-18:10:52,19.75,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:34:03,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:04,18.1875,46.1875,2023/01/16-18:10:52,18.1875,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:06,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:06,19.6875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:07,19.75,43.5,2023/01/16-18:10:52,19.75,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:34:08,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:09,18.1875,46.1875,2023/01/16-18:10:52,18.1875,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:11,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:11,19.6875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:12,19.75,43.5,2023/01/16-18:10:52,19.75,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:34:13,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:14,18.1875,46.1875,2023/01/16-18:10:52,18.1875,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:16,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:16,19.625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:17,19.75,43.5,2023/01/16-18:10:52,19.75,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:34:18,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:19,18.1875,46.1875,2023/01/16-18:10:52,18.1875,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:21,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:21,19.625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:22,19.6875,43.5,2023/01/16-18:10:52,19.6875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:34:23,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:24,18.1875,46.1875,2023/01/16-18:10:52,18.1875,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:26,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:27,19.625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:27,19.6875,43.5,2023/01/16-18:10:52,19.6875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:34:28,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:29,18.125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:31,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:32,19.625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:32,19.6875,43.5,2023/01/16-18:10:52,19.6875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:34:33,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:34,18.125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:36,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:37,19.625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:37,19.6875,43.5,2023/01/16-18:10:52,19.6875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:34:38,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:39,18.125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:41,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:42,19.625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:42,19.6875,43.5,2023/01/16-18:10:52,19.6875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:34:43,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:44,18.1875,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:46,17.875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:47,19.5625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:47,19.625,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:34:48,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:49,18.125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:51,17.8125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:52,19.5625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:53,19.625,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:34:53,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:54,18.125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:56,17.8125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:57,19.5625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:34:58,19.625,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:34:58,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:34:59,18.125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:01,17.8125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:02,19.5625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:03,19.625,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:35:03,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:04,18.125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:06,17.8125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:07,19.5625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:08,19.875,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:35:08,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:09,18.5625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:11,17.875,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:12,19.6875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:13,20.375,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:35:13,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:14,19.25,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:16,17.875,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:17,19.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
